,CT_Jurkat_Empty_H3K27ac,CT_Jurkat_Tax_H3K27ac,CT_TL-Om1_Empty_H3K27ac,CT_TL-Om1_Tax_H3K27ac
ABHD17C,0.6980448019504547,0.8306554675102233,0.6515673541426659,0.5569628235697747
ABHD18,13.419717010259628,25.52489604845643,37.88471683174372,41.96225102469325
ABHD2,10.361259067893029,19.351959206312895,18.052411289557813,20.556947546616197
ABHD3,10.145180137753487,10.552237489521504,18.52735120102763,17.905956096947193
ABHD4,1.6706016224622726,3.5626317924261093,6.459536256939173,7.017722341865301
ABHD5,5.109061185359955,4.690069488108158,8.891611038535833,7.657856338322163
ABHD6,4.637685397744179,4.935924311876297,14.35695021122694,15.594339670091868
ABHD8,8.893404178619384,21.00471447092295,16.66611734470725,16.440626311838628
ABI1,9.939686176657677,22.754930436462164,18.117655693888665,22.157133151456712
ABI2,3.239241846203804,9.81550042182207,12.882654007673263,10.601584722995758
ABI3,4.403956894874573,3.6168956831097603,0.6934475779533387,0.18862470969557762
ABI3BP,0.5058863979578018,0.3067999337613583,0.3156170618534088,0.16486116752028465
ABITRAM,6.654955583810806,12.278246479034424,20.594039946198464,20.87938833042979
ABL1,4.635332463979721,13.097839417785407,12.636532655000687,12.273065235078334
ABL2,2.9121806477308274,5.274865632534027,15.9244153932333,13.865528416961432
ABLIM1,0.6003969677090645,1.701382202833891,0.2033304163813591,0.07723212271928787
ABLIM2,3.1804179527759553,4.178735893011093,2.9173374955058096,2.7830287165045737
ABLIM3,0.9294191992282868,0.4487206843495369,0.5447433345019818,0.5822116751968861
ABO,1.1992252886295318,0.8210546457767487,0.4242624061405659,0.23615213844180108
ABR,1.0980480062961577,0.6119300892353058,27.08664828649163,29.756916105389596
ABRA,0.7843200033903122,0.136494644343853,1.3853786988556385,0.9755013692378998
ABRACL,5.06474695622921,10.151518387496472,13.170199800804257,13.794833385199308
ABRAXAS1,1.1443228896856308,0.7175359264016151,0.6039218620955944,0.29080915117263795
ABRAXAS2,9.16399277293682,14.403929770916701,7.371185018122196,5.667645499706269
ABT1,5.608672818303108,14.320027093678712,4.8207530701160435,7.301250142723322
ABTB1,7.002018488645554,8.805355858951806,16.603299584388733,13.808944024220109
ABTB2,3.760813884139061,9.377214502692222,2.664539084136486,5.082464602142572
ABTB3,3.8141490149497987,2.440413595020771,0.13656508594751357,0.19308052495121955
ACAA1,17.116214658379555,30.87280871474743,35.06753360033035,37.16495588034391
ACAA2,2.9164941084980964,5.708140379786491,20.899186677187682,22.864698140904306
ACACA,0.6274563592672348,0.39445670932531357,0.03490000829100609,0.03267511636018753
ACACB,1.705896081328392,1.5102060380280018,0.5559718157351017,0.462353072181344
ACAD10,10.192239163517952,19.479271071642636,18.92551464110613,14.949897319808603
ACAD11,7.870652325749397,11.819507566571236,22.208544683903455,20.101125240325928
ACAD8,11.484798517227173,14.869554154992104,9.031513409614563,7.571711627840996
ACAD9,15.70992851793766,37.00128083837032,33.021772106438874,37.941133848160504
ACADL,0.11098127955198288,0.0,0.3808647158741951,0.09356965139508247
ACADM,15.98875509941578,15.794752981245518,9.522844462990761,8.40953187148273
ACADS,5.288670443177224,7.112324513316154,0.9753790268599987,0.527258116453886
ACADSB,7.905554799199105,18.046492768496275,13.742711985260248,11.662040015608072
