,Empty,IRF4,Empty_Tax,IRF4_Tax
ADAM9,61.154967480778694,65.411487169981,49.91602868556976,62.37127893292904
ADAMDEC1,0.07708886414766311,0.2741156280040741,0.27760679125785825,0.2062615555524826
ADAMTS1,15.443149784028531,19.161543626785278,16.11808661746979,15.571631879210472
ADAMTS10,4.662095873057842,2.3891336038708686,6.145521301478148,5.527251923084259
ADAMTS12,0.0,0.0,0.0,0.0
ADAMTS13,0.9203220278024673,0.4622453194856644,0.4589762687385082,0.7018470015525818
ADAMTS14,4.25435505759716,2.4087542887926103,4.162252026647329,4.008163976669311
ADAMTS15,3.4239299574494364,3.085964503288269,2.705510906800628,3.822806155383587
ADAMTS16,1.01994471013546,0.5828561651706695,0.7078968723118305,0.8111102277040482
ADAMTS17,25.917271101176738,18.221471260786057,18.040973861962556,23.9988041138649
ADAMTS18,1.1722250134944916,0.3802994832992554,0.923967603713274,1.2632127455472946
ADAMTS19,29.35140651893616,36.502383660793306,23.863087027549742,27.270839272975923
ADAMTS2,3.2794770684838297,3.2720739901065827,3.26696904450655,3.5953621951937675
ADAMTS20,0.4150939428806305,0.6867315381765365,0.27529340133070945,0.5084072331786156
ADAMTS3,3.3781521062850954,4.440095190763474,2.8299699385166166,3.615707918703556
ADAMTS4,3.64760695540905,4.168865156769752,2.8158578537106513,2.916091613292694
ADAMTS5,0.4634820156097412,0.3993433213233948,0.8457748586535454,0.48220631599426267
ADAMTS6,11.653461995720864,16.25072702050209,13.408411305993795,11.046142328381539
ADAMTS7,2.296061742067337,2.287567097902298,2.3633589518368243,2.213687856912613
ADAMTS8,1.8247522684931754,2.1075162941217425,1.4315244739055633,2.2474143257141113
ADAMTS9,1.1314269399642944,0.8310028666257858,1.189081842005253,0.8389824426174164
ADAMTSL1,0.4869641268849373,0.8791899806261063,0.3893434886783361,0.6157188732624054
ADAMTSL2,3.2733110103607177,2.6897947280406953,2.3628962343335154,2.468449078321457
ADAMTSL3,0.7262957324981689,0.2568028330802917,0.49969191089272497,0.8239319447278977
ADAMTSL4,9.830369102537633,10.651841238379479,7.997391328841448,10.63640513908863
