,0
,0.4440632673885683
A1BG,-0.16774252356688546
A1CF,1.1226574162791496
A2M,0.21568300983256528
A2ML1,0.42380271125893165
A3GALT2,0.06695463828151427
A4GALT,0.26188758207291796
A4GNT,-0.6269795028130388
AAAS,0.04401698348952632
AACS,0.19988988973908128
AADAC,2.3743978259782237
AADACL3,0.4729043515323826
AADACL4,0.7253541535815194
AADAT,-0.1441966230960423
AAGAB,0.026582249251159595
AAK1,-0.22194445695336157
AAMDC,0.06297301042558612
AAMP,0.011715803205156305
AANAT,-0.08768905277229155
AAR2,-0.0059491103028475045
AARD,0.6212202259732286
AARS1,-0.12824820062161102
AARS2,-0.3332093221875905
AARSD1,0.0007134703518074659
AASDH,0.17079954313485146
AASDHPPT,0.6333716186063254
AASS,0.331320759038805
AATK,0.14527450630326566
ABAT,0.2331362701659816
ABCA1,0.038429224654489946
ABCA10,-0.8239941815177443
ABCA12,-0.2609151421796436
ABCA13,1.5690562698913606
ABCA2,-0.03213497912995589
ABCA3,0.5313095969811421
ABCA4,-0.5996117531128741
ABCA5,-0.003024075573299534
ABCA6,1.1345247835059378
ABCA7,0.015897445203074234
ABCA8,0.2681938792259311
ABCA9,1.7512627270608963
ABCB1,-0.18591483739218662
ABCB10,-0.06081573176284838
ABCB11,-0.30756588118026407
ABCB4,0.6426514661494079
ABCB5,-0.7036778462057232
ABCB6,0.05086154748750227
ABCB7,0.11764818702671365
ABCB8,-0.09976612280651498
ABCB9,-0.10942166047224156
ABCC1,-0.1599949092413494
ABCC10,0.24499717466422233
ABCC11,0.24244201416252295
ABCC12,0.3859415714179164
ABCC2,-0.21811396304216935
ABCC3,-0.45549409632058907
ABCC4,-0.28332712464387644
ABCC5,0.08931893243561007
ABCC8,0.3636532081690429
ABCC9,0.46119133812649443
ABCD1,-0.0011488483428756524
ABCD2,0.34032842610754876
ABCD3,0.1263765426663186
ABCD4,9.947786177200157e-05
ABCE1,0.2602991806107635
ABCF2,-0.024978311883486093
ABCF2-H2BK1,-0.026101140686167312
ABCF3,-0.03428881240572679
ABCG1,-0.7477373675264545
ABCG2,0.7924645814180671
ABCG4,-0.11071966818726775
ABCG5,-0.3282857908639232
ABCG8,-0.30814569142684467
ABHD1,-0.2372908197582584
ABHD10,0.06737461566046488
ABHD11,-0.11636272126551184
ABHD12,0.05651785559455558
ABHD12B,1.0017562402553881
ABHD13,0.23912518785673953
ABHD14A,-0.22356440552230628
ABHD14A-ACY1,-0.14660669791017433
ABHD14B,0.08460760795030442
ABHD15,-0.10286724493301769
ABHD16B,0.22964426970045804
ABHD17A,0.0795999836459691
ABHD17B,0.006684961308420334
ABHD17C,0.010708215647943053
ABHD18,-0.05581585539656686
ABHD2,0.018085039907120404
ABHD3,-0.08423678398918266
ABHD4,0.30159369233988764
ABHD5,0.12224188034080807
ABHD6,-0.0985231900881045
ABHD8,-0.07497887691516247
ABI1,-0.07638131670416204
ABI2,-0.15640392861444408
ABI3,0.5739952961170509
ABI3BP,0.7323373520850346
ABITRAM,-0.004953495099586647
ABL1,-0.21698599550208897
ABL2,0.4629730200508009
ABLIM1,0.01159331804069108
ABLIM2,0.04610994003149482
ABLIM3,0.0565020371482543
ABO,-0.6959364960439813
ABR,0.5739572232184694
ABRA,0.08279732760176972
ABRACL,0.19728439877466641
ABRAXAS1,-0.1990035566935765
ABRAXAS2,-0.15996097209162397
ABT1,0.28089130635694737
ABTB1,-0.25137766577622944
ABTB2,-0.04427360703331473
