set,n_genes,CSI,collection,z,pct,risk
REACTOME_NGF_STIMULATED_TRANSCRIPTION,37,0.8782237429276574,Reactome,1.4061146442152395,0.95,robust
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,142,0.8724496256866704,Reactome,1.8733278300135145,0.9583333333333334,robust
REACTOME_FATTY_ACID_METABOLISM,174,0.8706673912727416,Reactome,1.9209574944218502,0.9833333333333333,robust
REACTOME_BACTERIAL_INFECTION_PATHWAYS,105,0.8684879852775984,Reactome,1.8335578389612852,0.975,robust
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS,15,0.8645119535953729,Reactome,1.5511115641018371,0.925,robust
REACTOME_GLYCOGEN_METABOLISM,25,0.8619189016705502,Reactome,1.3793731109597998,0.95,robust
KEGG_NOTCH_SIGNALING_PATHWAY,44,0.8615696616849947,KEGG,1.585476382163522,0.9416666666666667,robust
REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_DUCTAL_CELLS,42,0.8559345658994537,Reactome,1.5743963133774297,0.9416666666666667,robust
REACTOME_FLT3_SIGNALING_IN_DISEASE,28,0.847796129471879,Reactome,1.356210384230084,0.95,robust
REACTOME_SIGNALING_BY_NTRKS,128,0.8457354999802744,Reactome,1.6017566842023787,0.925,robust
REACTOME_RET_SIGNALING,37,0.8455509654210166,Reactome,1.3525280957500363,0.9416666666666667,robust
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,15,0.845081384150039,Reactome,1.5170918970155132,0.9166666666666666,robust
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,57,0.8449875226048909,Reactome,1.5528715696420503,0.9416666666666667,robust
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,37,0.8412916864934601,Reactome,1.345542462017736,0.9333333333333333,robust
REACTOME_DOWNSTREAM_TCR_SIGNALING,87,0.8407021799575339,Reactome,1.302098783273699,0.8916666666666667,robust
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SOPE_TO_RAC_SIGNALING_PATHWAY,20,0.8350481924798293,KEGG_MEDICUS,1.4995254617448386,0.9166666666666666,robust
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,36,0.8350239165962525,Reactome,1.3352627067904008,0.925,robust
KEGG_MEDICUS_PATHOGEN_HCMV_UL33_TO_GNB_G_RHO_SIGNALING_PATHWAY,32,0.832343226784873,KEGG_MEDICUS,1.330866113495923,0.925,robust
HALLMARK_PEROXISOME,101,0.831129746602208,Hallmark,1.7497544332690476,0.975,robust
REACTOME_CO_INHIBITION_BY_CTLA4,21,0.8211235505118765,Reactome,1.3124647478255382,0.925,robust
REACTOME_INSULIN_RECEPTOR_RECYCLING,29,0.8200421704236943,Reactome,1.3106911787895754,0.925,robust
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,24,0.8187481390887914,Reactome,1.3085688409249978,0.925,robust
REACTOME_SLC_MEDIATED_TRANSPORT_OF_ORGANIC_CATIONS,15,0.8186074517826295,Reactome,1.4707404831704909,0.9083333333333333,robust
REACTOME_SIGNALING_BY_NOTCH,223,0.8159896673731858,Reactome,1.2780907575665112,0.95,robust
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES,16,0.8135274534114949,Reactome,1.4618462583320846,0.9083333333333333,robust
REACTOME_COLLAGEN_DEGRADATION,56,0.8050548616575993,Reactome,1.4743535378380508,0.9333333333333333,robust
KEGG_ADHERENS_JUNCTION,73,0.8036978235093656,KEGG,1.240283827820302,0.8916666666666667,robust
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY,28,0.800787347213235,Reactome,1.2791113868068924,0.9083333333333333,robust
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,24,0.799912403428224,Reactome,1.2776763934846904,0.9083333333333333,robust
REACTOME_RHO_GTPASES_ACTIVATE_PAKS,21,0.7987145197435385,Reactome,1.2757117471636965,0.9083333333333333,robust
REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES,18,0.7901099082676228,Reactome,1.4208460657224544,0.9083333333333333,robust
KEGG_MEDICUS_REFERENCE_DRD1_GNAS_AC_PKA_SIGNALING_PATHWAY,15,0.7886263245946001,KEGG_MEDICUS,1.4182485596229584,0.9083333333333333,robust
REACTOME_FORMATION_OF_THE_DYSTROPHIN_GLYCOPROTEIN_COMPLEX_DGC,34,0.7862672795604218,Reactome,1.255297056701735,0.9,robust
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,217,0.78496794507586,Reactome,1.2299524322943316,0.95,robust
HALLMARK_PANCREAS_BETA_CELLS,30,0.7835299763408464,Hallmark,1.2508076118845652,0.9,robust
KEGG_MEDICUS_REFERENCE_IL1_IL1R_JNK_SIGNALING_PATHWAY,19,0.7810471974033985,KEGG_MEDICUS,1.404978779518212,0.9083333333333333,robust
KEGG_AXON_GUIDANCE,126,0.7786879296591349,KEGG,1.4616834294543946,0.925,robust
REACTOME_NEGATIVE_REGULATION_OF_FLT3,15,0.7772738064850737,Reactome,1.3983722051103378,0.9083333333333333,robust
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS,83,0.7750078492110071,Reactome,1.1923578630573095,0.8916666666666667,robust
KEGG_RETINOL_METABOLISM,52,0.7745856841269831,KEGG,1.414443183916272,0.9333333333333333,robust
REACTOME_SIGNALING_BY_MET,77,0.7732196019920203,Reactome,1.1893706358010765,0.8916666666666667,robust
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,16,0.7731895767594602,Reactome,1.3912214041026605,0.9083333333333333,robust
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS,37,0.7719694821396565,Reactome,1.2318472715012645,0.9,robust
KEGG_MELANOMA,65,0.7709515546029074,KEGG,1.18558191301865,0.8916666666666667,robust
KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY,21,0.7692836046672349,KEGG_MEDICUS,1.2274421699356486,0.9,robust
KEGG_BETA_ALANINE_METABOLISM,22,0.768547325659484,KEGG,1.2262346004008966,0.9,robust
REACTOME_INOSITOL_PHOSPHATE_METABOLISM,47,0.7675070639462767,Reactome,1.4005247694832654,0.9333333333333333,robust
REACTOME_NUCLEOTIDE_SALVAGE,23,0.7665637374426372,Reactome,1.2229813218543921,0.9,robust
KEGG_JAK_STAT_SIGNALING_PATHWAY,138,0.765858469787618,KEGG,1.6572990577745323,0.9166666666666666,robust
MODULE_ELONGATION,15,0.762988067525109,module,1.3733602730170746,0.9083333333333333,robust
REACTOME_AMYLOID_FIBER_FORMATION,99,0.7603066635458742,Reactome,1.590881430360193,0.9666666666666667,robust
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,18,0.7595269513079523,Reactome,1.3673004392182757,0.9083333333333333,robust
KEGG_MEDICUS_REFERENCE_FLT3LG_FLT3_RAS_ERK_SIGNALING_PATHWAY,15,0.7594699349841318,KEGG_MEDICUS,1.3672006132013226,0.9083333333333333,robust
REACTOME_SIGNALING_BY_ALK_IN_CANCER,92,0.7552096356737642,Reactome,1.5794475857857042,0.9666666666666667,robust
HALLMARK_MTORC1_SIGNALING,196,0.7530612182901447,Hallmark,0.77797861246096,0.925,robust
REACTOME_NICOTINATE_METABOLISM,28,0.751436050095704,Reactome,1.1981704360636718,0.9,robust
REACTOME_GLYCOSPHINGOLIPID_METABOLISM,56,0.7513276586844093,Reactome,1.3687118367413702,0.9333333333333333,robust
REACTOME_RHOB_GTPASE_CYCLE,70,0.7497619486863798,Reactome,1.1501851470286817,0.8916666666666667,robust
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES,128,0.7492265612867995,Reactome,1.4001338499919869,0.9166666666666666,robust
KEGG_MEDICUS_REFERENCE_IL6_FAMILY_TO_JAK_STAT_SIGNALING_PATHWAY,24,0.747360166064343,KEGG_MEDICUS,1.1914855878856838,0.9,robust
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,19,0.747112556075775,Reactome,1.3455649160229872,0.9,robust
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GNAS_TO_ACTH_CORTISOL_SIGNALING_PATHWAY,28,0.7456528048480903,KEGG_MEDICUS,1.1886853486178794,0.9,robust
REACTOME_DENGUE_VIRUS_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,30,0.7453979655037382,Reactome,1.1882673871857914,0.9,robust
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,16,0.7448309072209727,Reactome,1.3415701316875799,0.9,robust
REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES,18,0.7447562999902573,Reactome,1.3414395069440121,0.9,robust
REACTOME_SIGNALING_BY_PDGF,55,0.7430977990121262,Reactome,1.352529785053312,0.9333333333333333,robust
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,22,0.7420605966998741,Reactome,1.1827937761615017,0.9,robust
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,27,0.7400602215418305,Reactome,1.1795129653907215,0.9,robust
KEGG_MEDICUS_ENV_FACTOR_TCDD_TO_AHR_SIGNALING_PATHWAY,18,0.7398182378822978,KEGG_MEDICUS,1.3327937886887136,0.9,robust
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,185,0.7339619431992231,Reactome,1.6394477390965363,0.9416666666666667,robust
REACTOME_LAMININ_INTERACTIONS,29,0.7309026125185676,Reactome,1.164493591551117,0.9,robust
REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT,151,0.7305452771222456,Reactome,1.585729652311252,0.9166666666666666,robust
REACTOME_INTERLEUKIN_12_SIGNALING,45,0.7247112726099042,Reactome,1.316377076203774,0.9333333333333333,robust
KEGG_TYPE_II_DIABETES_MELLITUS,41,0.7237785932896902,KEGG,1.3145431852786449,0.9333333333333333,robust
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,41,0.7231665745981748,KEGG,1.313339796825557,0.9333333333333333,robust
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_CACNA1D_H_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY,23,0.7189001984184068,KEGG_MEDICUS,1.144808459341375,0.8916666666666667,robust
KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_ERK_SIGNALING_PATHWAY,15,0.7154448496650959,KEGG_MEDICUS,1.2901200752266486,0.8916666666666667,robust
REACTOME_DIGESTION_AND_ABSORPTION,21,0.7103182307652011,Reactome,1.1307331936103902,0.8916666666666667,robust
KEGG_MEDICUS_REFERENCE_GHRHR_PKA_GH_SIGNALING_PATHWAY,26,0.7102710124693503,KEGG_MEDICUS,1.1306557509901984,0.8916666666666667,robust
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_KCNJ5_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY,24,0.703794085160842,KEGG_MEDICUS,1.1200329571658156,0.8916666666666667,robust
HALLMARK_ESTROGEN_RESPONSE_EARLY,190,0.7033963840353346,Hallmark,0.7215836017745622,0.9166666666666666,robust
KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP1A1_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY,24,0.7030670038273523,KEGG_MEDICUS,1.1188404727158092,0.8916666666666667,robust
KEGG_MEDICUS_REFERENCE_CA2_CAM_CAMK_SIGNALING_PATHWAY,18,0.7029212962795137,KEGG_MEDICUS,1.2681934344190309,0.8916666666666667,robust
KEGG_MEDICUS_REFERENCE_TLR5_NFKB_SIGNALING_PATHWAY,17,0.7016938369309299,KEGG_MEDICUS,1.2660443590397272,0.8916666666666667,robust
REACTOME_LDL_CLEARANCE,19,0.700592599441342,Reactome,1.264116276958337,0.8916666666666667,robust
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE,20,0.6947115977398932,Reactome,1.2538196296788906,0.8916666666666667,robust
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,21,0.6942875734165257,Reactome,1.1044413487628175,0.8916666666666667,robust
REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,63,0.6941296023872214,Reactome,1.0572525483205466,0.8666666666666667,robust
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,34,0.6931527507673034,Reactome,1.1025801287034087,0.8916666666666667,robust
REACTOME_APOPTOTIC_EXECUTION_PHASE,50,0.689140268438355,Reactome,1.246435199790168,0.9166666666666666,robust
REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3,704,0.6881433934121728,Reactome,1.2492315884012595,0.9416666666666667,robust
KEGG_MEDICUS_REFERENCE_TNF_P38_SIGNALING_PATHWAY,24,0.6870728529806894,KEGG_MEDICUS,1.09260850209959,0.8916666666666667,robust
KEGG_SPHINGOLIPID_METABOLISM,38,0.6868324770625601,KEGG,1.2418974797298687,0.9166666666666666,robust
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE,19,0.6843313998629523,Reactome,1.235645644760065,0.8916666666666667,robust
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,17,0.68341783073178,Reactome,1.2340461384877313,0.8916666666666667,robust
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,37,0.6822790699662125,Reactome,1.084746229423668,0.8916666666666667,robust
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,39,0.6821710652188261,Reactome,1.232731927655066,0.9166666666666666,robust
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,23,0.6809796616693229,Reactome,1.0826150728159016,0.8916666666666667,robust
KEGG_MEDICUS_REFERENCE_CA2_PYK2_RAS_ERK_SIGNALING_PATHWAY,15,0.6778620121584507,KEGG_MEDICUS,1.2243188323072083,0.8916666666666667,robust
REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_LUMINAL_EPITHELIAL_CELLS,22,0.6731879304011532,Reactome,1.0698358719920735,0.8916666666666667,robust
REACTOME_DEVELOPMENTAL_CELL_LINEAGES,122,0.6727354520965837,Reactome,1.2403315100676895,0.9083333333333333,robust
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,20,0.6711870854955049,Reactome,1.2126321556229296,0.875,robust
HALLMARK_HEME_METABOLISM,190,0.6691317811452487,Hallmark,0.6826757371829387,0.9,robust
REACTOME_REGULATION_OF_CDH1_FUNCTION,60,0.6642140178627908,Reactome,1.1974236866823906,0.9083333333333333,robust
REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS,19,0.6637978622139369,Reactome,1.1996948654023478,0.875,robust
KEGG_MEDICUS_REFERENCE_EGF_EGFR_ACTIN_SIGNALING_PATHWAY,21,0.6634319355234417,KEGG_MEDICUS,1.0538350868664592,0.8916666666666667,robust
REACTOME_DIGESTION,17,0.6597558509855068,Reactome,1.1926179818999245,0.875,robust
KEGG_MEDICUS_REFERENCE_EGF_EGFR_PLCG_CALCINEURIN_SIGNALING_PATHWAY,16,0.6539533239402473,KEGG_MEDICUS,1.1824587305771836,0.875,robust
REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP,105,0.651961260908283,Reactome,1.347836949301505,0.9416666666666667,robust
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION,27,0.6507946185948057,Reactome,1.0331086519642276,0.8916666666666667,robust
KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY,15,0.6506651065999131,KEGG_MEDICUS,1.1767016137031585,0.875,robust
KEGG_MEDICUS_REFERENCE_CXCR4_GNAQ_PLCB_G_CALCINEURIN_SIGNALING_PATHWAY,21,0.6499972429804208,KEGG_MEDICUS,1.0318008780231687,0.8916666666666667,robust
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING,24,0.6491250852430704,Reactome,1.0303704540914314,0.8916666666666667,robust
KEGG_LONG_TERM_DEPRESSION,65,0.6483572523870837,KEGG,0.9807908544056979,0.8666666666666667,robust
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS,18,0.6479743913398633,Reactome,1.1719906227243035,0.875,robust
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,52,0.6385316851040977,KEGG,1.146925518703812,0.9083333333333333,robust
REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS,15,0.6384785814665276,Reactome,1.155365052819378,0.875,robust
KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY,19,0.6369384551022148,KEGG_MEDICUS,1.1526685499540248,0.875,robust
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,32,0.6353026186379338,KEGG,1.0077002578862186,0.8916666666666667,robust
REACTOME_P75NTR_SIGNALS_VIA_NF_KB,15,0.6344238274467359,Reactome,1.1482658588272343,0.875,robust
KEGG_MEDICUS_REFERENCE_CXCL12_CXCR4_PKC_ERK_SIGNALING_PATHAWAY,19,0.6314460254087955,KEGG_MEDICUS,1.143052227066996,0.875,robust
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,55,0.6298593517079127,Reactome,1.1298734482115569,0.9083333333333333,robust
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,39,0.623166952238189,Reactome,1.1167144444801895,0.9,robust
KEGG_MEDICUS_REFERENCE_RTK_PLCG_ITPR_SIGNALING_PATHWAY,46,0.6220528098467579,KEGG_MEDICUS,1.1145237498044693,0.9,robust
REACTOME_TRIGLYCERIDE_CATABOLISM,21,0.6209474860491365,Reactome,0.9841564374063817,0.8666666666666667,robust
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,22,0.6206687854428359,Reactome,0.983699341172559,0.8666666666666667,robust
REACTOME_GLUCONEOGENESIS,26,0.6191302527891962,Reactome,0.981175997248315,0.8666666666666667,robust
REACTOME_HS_GAG_DEGRADATION,19,0.6125250347117374,Reactome,1.1099247468730524,0.875,robust
REACTOME_INTERLEUKIN_17_SIGNALING,70,0.6116116549849482,Reactome,0.9194081501907758,0.8416666666666667,robust
REACTOME_DISEASES_OF_METABOLISM,251,0.6112728504721888,Reactome,1.300845493013798,0.9083333333333333,robust
KEGG_MEDICUS_REFERENCE_EREG_EGFR_RAS_ERK_SIGNALING_PATHWAY,15,0.6112426949516337,KEGG_MEDICUS,1.107679585100876,0.875,robust
REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION,44,0.609555040292167,Reactome,1.0899498735816533,0.9,robust
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,35,0.6060098447288811,Reactome,0.9596572456740291,0.8666666666666667,robust
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION,25,0.6059600185772147,Reactome,0.9595755259154146,0.8666666666666667,robust
REACTOME_METABOLISM_OF_PORPHYRINS,22,0.6001502927227186,Reactome,0.9500470076861878,0.8666666666666667,robust
KEGG_MEDICUS_REFERENCE_HGF_MET_RAS_ERK_SIGNALING_PATHWAY,15,0.5993723914909889,KEGG_MEDICUS,1.0868966753111813,0.875,robust
REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY,56,0.5986336686858256,Reactome,1.0684756070843144,0.8916666666666667,robust
KEGG_P53_SIGNALING_PATHWAY,68,0.5981924622368167,KEGG,0.8969916867911709,0.8416666666666667,robust
REACTOME_INTERFERON_SIGNALING,276,0.5952702485028296,Reactome,1.3024133343645898,0.8666666666666667,robust
REACTOME_ESR_MEDIATED_SIGNALING,208,0.5950350126063726,Reactome,0.5985379741907517,0.8583333333333333,robust
KEGG_VEGF_SIGNALING_PATHWAY,74,0.5937076940495232,KEGG,0.8894999811563312,0.8416666666666667,robust
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,37,0.591426598266985,Reactome,0.9357392961470393,0.8666666666666667,robust
HALLMARK_UV_RESPONSE_DN,139,0.5898130729709539,Hallmark,1.3005070649318462,0.9,robust
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,132,0.587065719631884,Reactome,1.0613535366341613,0.875,robust
HALLMARK_BILE_ACID_METABOLISM,106,0.5869978430409468,Hallmark,1.2021085676720722,0.925,robust
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE,22,0.5854187815750664,Reactome,0.9258858895835442,0.8666666666666667,robust
KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_GNAS_TO_CRHR_PKA_ACTH_SIGNALING_PATHWAY,23,0.5841826544221185,KEGG_MEDICUS,0.9238585202367804,0.8666666666666667,robust
REACTOME_CA2_PATHWAY,61,0.5823439950378583,Reactome,1.036445857920939,0.8833333333333333,robust
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,63,0.5794819984890011,Reactome,0.8657362727238127,0.8416666666666667,robust
REACTOME_DEFENSINS,19,0.5764960695703965,Reactome,1.0468440737604319,0.8583333333333333,robust
REACTOME_REGULATION_OF_CDH1_GENE_TRANSCRIPTION,96,0.5735567504736612,Reactome,1.171957003430764,0.9166666666666666,robust
REACTOME_CO_INHIBITION_BY_PD_1,211,0.5728809052580577,Reactome,0.5733817214940095,0.8583333333333333,robust
KEGG_CALCIUM_SIGNALING_PATHWAY,167,0.5667608022493837,KEGG,1.2951399375991914,0.8916666666666667,robust
REACTOME_SIGNALING_BY_TGFBR3,45,0.5663899887607206,Reactome,1.005076118400626,0.8833333333333333,robust
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,23,0.5654151555924188,Reactome,0.8930779878683909,0.8666666666666667,robust
REACTOME_LONG_TERM_POTENTIATION,22,0.5582195621493964,Reactome,0.8812765113428016,0.8666666666666667,robust
REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS,16,0.5564085471548,Reactome,1.0116741922451087,0.8583333333333333,robust
REACTOME_FORMATION_OF_DEFINITIVE_ENDODERM,15,0.5541959739444766,Reactome,1.0078003477738444,0.8583333333333333,robust
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,230,0.5518403575864572,Reactome,0.8681939351701778,0.875,robust
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,25,0.5517159190733106,Reactome,0.8706099010484605,0.8666666666666667,robust
HALLMARK_FATTY_ACID_METABOLISM,153,0.5491887351321786,Hallmark,1.218173537799036,0.8833333333333333,robust
REACTOME_RAF_ACTIVATION,34,0.5483404571632685,Reactome,0.8650738136069152,0.8666666666666667,robust
HALLMARK_ANDROGEN_RESPONSE,97,0.5478704650995357,Hallmark,1.1143365622574375,0.9166666666666666,robust
REACTOME_CELL_JUNCTION_ORGANIZATION,285,0.5466917488068288,Reactome,1.2010791865171158,0.8583333333333333,robust
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,255,0.5458217999259305,Reactome,1.1528727278067286,0.8916666666666667,robust
REACTOME_INFECTION_WITH_ENTEROBACTERIA,39,0.5443036611969904,Reactome,0.961648635008735,0.8833333333333333,robust
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,66,0.5437566353128066,KEGG,0.806057847120435,0.8333333333333334,robust
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,228,0.5426827787951858,Reactome,0.8539835537369768,0.875,robust
REACTOME_ION_CHANNEL_TRANSPORT,168,0.5405843463461484,Reactome,1.2412362505080907,0.8666666666666667,robust
REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA,15,0.5335315889868735,Reactome,0.9716204767320251,0.85,robust
REACTOME_EARLY_SARS_COV_2_INFECTION_EVENTS,36,0.532039046566364,Reactome,0.8383379069695118,0.85,robust
REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE,22,0.5318067506975955,Reactome,0.8379569190407231,0.85,robust
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,87,0.5298955661664373,Reactome,0.7829032390131595,0.8333333333333334,robust
REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF,17,0.5227710746176588,Reactome,0.9527806214437802,0.85,robust
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,99,0.5222596702051225,Reactome,1.0568854641666958,0.9166666666666666,robust
REACTOME_CARGO_CONCENTRATION_IN_THE_ER,33,0.5210448938893564,Reactome,0.8203064220386524,0.85,robust
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,72,0.5198347170889238,Reactome,0.7660968141150275,0.8333333333333334,robust
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,20,0.5197378911060595,Reactome,0.9474700260149306,0.85,robust
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,72,0.5190526990420831,Reactome,0.7647904703390744,0.8333333333333334,robust
REACTOME_MET_ACTIVATES_PTK2_SIGNALING,28,0.5181355681689377,Reactome,0.8155348435070571,0.85,robust
REACTOME_ATTENUATION_PHASE,27,0.5174197609164313,Reactome,0.8143608496517633,0.85,robust
REACTOME_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION,207,0.5121783395628283,Reactome,0.5044532353238844,0.8416666666666667,robust
REACTOME_DEATH_RECEPTOR_SIGNALING,151,0.5110974503523623,Reactome,1.1409737606263193,0.8666666666666667,robust
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,121,0.508130642641786,KEGG,0.8964453513736483,0.8166666666666667,robust
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,23,0.5049289990519298,Reactome,0.7938747793786322,0.85,robust
KEGG_MEDICUS_PATHOGEN_HIV_GP120_TO_CXCR4_GNAQ_PLCB_G_CALCINEURIN,17,0.5048625593067448,KEGG_MEDICUS,0.9214258157803812,0.85,robust
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,32,0.5030857158166125,Reactome,0.7908516147148889,0.85,robust
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_AND_PROLIFERATION,17,0.5003835970313099,Reactome,0.9135839043052086,0.85,robust
REACTOME_SARS_COV_1_INFECTION,142,0.4955005867492181,Reactome,1.1093635274268867,0.8666666666666667,robust
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING,24,0.4923162786343146,Reactome,0.7731886851584753,0.85,robust
KEGG_ECM_RECEPTOR_INTERACTION,81,0.4906515715708187,KEGG,0.7173470177844671,0.825,robust
KEGG_FOCAL_ADHESION,191,0.4905946655332971,KEGG,0.47994471645312525,0.8416666666666667,robust
REACTOME_CELLULAR_SENESCENCE,190,0.48942531594382344,Reactome,0.4786169060701053,0.8416666666666667,robust
