set,n_genes,CSI,collection,z,pct,risk
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,183,-0.3537890843170932,Reactome,-0.6004960958141224,0.20833333333333334,robust
REACTOME_SIGNALING_BY_BMP,28,-0.35484587124800937,Reactome,-0.6162400401259915,0.20833333333333334,robust
REACTOME_RHOBTB1_GTPASE_CYCLE,23,-0.3567158957254827,Reactome,-0.619307063040492,0.20833333333333334,robust
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_RETROGRADE_AXONAL_TRANSPORT,45,-0.35702390246180915,KEGG_MEDICUS,-0.8105965555282851,0.14166666666666666,robust
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,18,-0.3575528034643124,Reactome,-0.5885187905341804,0.275,robust
KEGG_PYRIMIDINE_METABOLISM,98,-0.35838053797384567,KEGG,-0.9185997635010233,0.14166666666666666,robust
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION,29,-0.3614939043001389,Reactome,-0.6271434640933541,0.20833333333333334,robust
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,43,-0.36199507305694,KEGG_MEDICUS,-0.8203711741395215,0.14166666666666666,robust
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,154,-0.36575506994154094,Reactome,-0.6361471627375773,0.225,robust
REACTOME_RAS_PROCESSING,24,-0.3672455016597552,Reactome,-0.6365766459096467,0.2,robust
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,44,-0.36826225896096804,KEGG_MEDICUS,-0.8326940970417437,0.13333333333333333,robust
KEGG_MEDICUS_ENV_FACTOR_NNK_NNN_TO_RAS_ERK_SIGNALING_PATHWAY,18,-0.37055452467428135,KEGG_MEDICUS,-0.6112826229764949,0.25,robust
REACTOME_DEGRADATION_OF_DVL,44,-0.3707637313887428,Reactome,-0.8376126445910816,0.13333333333333333,robust
REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS,17,-0.3753374197652275,Reactome,-0.6196566698185382,0.24166666666666667,robust
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS,18,-0.3774665577382094,Reactome,-0.6233844331877733,0.23333333333333334,robust
REACTOME_SELENOAMINO_ACID_METABOLISM,117,-0.38072631261885087,Reactome,-0.9605210701147876,0.15,robust
KEGG_HEDGEHOG_SIGNALING_PATHWAY,53,-0.3810789806739149,KEGG,-0.8578951164380838,0.125,robust
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,24,-0.382658246774915,Reactome,-0.6618550543010809,0.19166666666666668,robust
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,24,-0.38409870980290756,Reactome,-0.6642175544541875,0.19166666666666668,robust
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,100,-0.38553561975171025,Reactome,-0.9795150639949776,0.11666666666666667,robust
KEGG_MEDICUS_REFERENCE_PP2A_AKT_SIGNALING_PATHWAY,19,-0.3857323986968872,KEGG_MEDICUS,-0.637856533884248,0.23333333333333334,robust
REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1,42,-0.39111019456030627,Reactome,-0.8776191005723748,0.125,robust
REACTOME_SLC_MEDIATED_TRANSPORT_OF_NEUROTRANSMITTERS,19,-0.393399235609756,Reactome,-0.6512798789959152,0.225,robust
REACTOME_DEUBIQUITINATION,280,-0.39488335872169034,Reactome,-0.7630348094458167,0.175,robust
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,50,-0.3959664116048386,Reactome,-0.8871676905061386,0.11666666666666667,robust
REACTOME_DNA_REPLICATION,178,-0.39938182808845507,Reactome,-0.6943826403853629,0.2,robust
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,50,-0.4020819923747282,KEGG_MEDICUS,-0.8991925181534605,0.11666666666666667,robust
REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY,51,-0.4021672986402208,Reactome,-0.8993602525319901,0.11666666666666667,robust
KEGG_MEDICUS_REFERENCE_WNT_SIGNALING_MODULATION_WNT_INHIBITOR,22,-0.4037877223992779,KEGG_MEDICUS,-0.6965094594663327,0.18333333333333332,robust
REACTOME_ACTIVATION_OF_SMO,17,-0.4053962039451616,Reactome,-0.6722845577297996,0.20833333333333334,robust
KEGG_RIBOSOME,88,-0.4055174705667774,KEGG,-1.0243391030747413,0.08333333333333333,robust
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,156,-0.40560006844403995,Reactome,-0.7169011993530622,0.20833333333333334,robust
KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS,60,-0.4060890372292486,KEGG_MEDICUS,-0.9070714139711614,0.11666666666666667,robust
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,61,-0.41037665991414185,Reactome,-0.9155019990198353,0.11666666666666667,robust
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,31,-0.4127936390821965,Reactome,-0.7112800430417484,0.16666666666666666,robust
KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_MTORC1_PI3KC3_C1,16,-0.4155718381342928,KEGG_MEDICUS,-0.6901003859524555,0.20833333333333334,robust
REACTOME_UBIQUITIN_MEDIATED_DEGRADATION_OF_PHOSPHORYLATED_CDC25A,51,-0.4174828296331941,Reactome,-0.9294745830342498,0.11666666666666667,robust
REACTOME_FORMATION_OF_THE_NON_CANONICAL_BAF_NCBAF_COMPLEX,17,-0.42015466762583065,Reactome,-0.6981241514964418,0.2,robust
REACTOME_PHOSPHORYLATION_OF_THE_APC_C,20,-0.4219744790021269,Reactome,-0.7013103358929249,0.2,robust
REACTOME_COMPLEX_I_BIOGENESIS,68,-0.42225003125200156,Reactome,-0.8076348310653994,0.19166666666666668,robust
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,20,-0.4226413760119905,Reactome,-0.7024779606668797,0.2,robust
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,35,-0.42344770897853906,Reactome,-0.7287537589734895,0.15833333333333333,robust
KEGG_CARDIAC_MUSCLE_CONTRACTION,68,-0.4269097910600988,KEGG,-0.8154188563156296,0.18333333333333332,robust
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,20,-0.4295215497120938,KEGG,-0.7145239904773856,0.19166666666666668,robust
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,1444,-0.4329946448248382,Reactome,-0.7823434062663611,0.15,robust
REACTOME_DENGUE_VIRUS_GENOME_TRANSLATION_AND_REPLICATION,82,-0.4333073678404526,Reactome,-0.826105866215158,0.18333333333333332,robust
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS,15,-0.43782642061512816,Reactome,-0.729064426058082,0.19166666666666668,robust
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,49,-0.4409084517042735,Reactome,-0.9755354689149398,0.09166666666666666,robust
REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX,15,-0.44120324507350517,Reactome,-0.7349766791295187,0.19166666666666668,robust
REACTOME_SIGNALING_BY_ALK,28,-0.443581271933797,Reactome,-0.7617747700234335,0.15,robust
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY,56,-0.44641633969140804,Reactome,-0.9863654139746373,0.09166666666666666,robust
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,45,-0.4480594952028915,Reactome,-0.9895962864897415,0.09166666666666666,robust
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,62,-0.448722216291062,Reactome,-0.990899369085385,0.09166666666666666,robust
REACTOME_REGULATION_OF_RAS_BY_GAPS,55,-0.44884478414323753,Reactome,-0.9911403694667013,0.09166666666666666,robust
REACTOME_FORMATION_OF_THE_POLYBROMO_BAF_PBAF_COMPLEX,18,-0.45126584073910275,Reactome,-0.7525945958627888,0.18333333333333332,robust
REACTOME_HEDGEHOG_OFF_STATE,99,-0.4529541464566946,Reactome,-1.1307508380828124,0.06666666666666667,robust
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,24,-0.457160195928669,Reactome,-0.784045532544576,0.15,robust
REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM,20,-0.4629509825288117,Reactome,-0.7730533186326379,0.18333333333333332,robust
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,26,-0.4638634300561148,Reactome,-0.7950394916706701,0.15,robust
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION,19,-0.4647069384851674,Reactome,-0.776127702902308,0.18333333333333332,robust
REACTOME_CHROMOSOME_MAINTENANCE,135,-0.4655922971342158,Reactome,-1.1378198836515279,0.09166666666666666,robust
REACTOME_CRISTAE_FORMATION,33,-0.466281368477106,Reactome,-0.7990051470042575,0.15,robust
REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY,32,-0.46870722017256866,Reactome,-0.8029837808814013,0.15,robust
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,33,-0.4735611538887413,KEGG,-0.8109447065870811,0.15,robust
REACTOME_RHOBTB_GTPASE_CYCLE,35,-0.47810503607249394,Reactome,-0.8183971174759423,0.15,robust
REACTOME_PTEN_REGULATION,126,-0.47946196383411827,Reactome,-1.1667958681297084,0.09166666666666666,robust
KEGG_STEROID_BIOSYNTHESIS,17,-0.47985540477067695,KEGG,-0.8026501257963622,0.16666666666666666,robust
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6,60,-0.479870926078077,Reactome,-1.052145860746399,0.075,robust
REACTOME_PI_3K_CASCADE_FGFR1,17,-0.4812633536165893,Reactome,-0.8051152080034106,0.16666666666666666,robust
KEGG_PURINE_METABOLISM,153,-0.48252384788591174,KEGG,-0.8728029670808437,0.15,robust
REACTOME_PROCESSING_OF_SMDT1,16,-0.4843332949899134,Reactome,-0.8104901602809981,0.16666666666666666,robust
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI,17,-0.4852653953364966,Reactome,-0.812122111602395,0.16666666666666666,robust
KEGG_TGF_BETA_SIGNALING_PATHWAY,85,-0.487252279058473,KEGG,-0.9162196421039545,0.15,robust
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,42,-0.48941909123928384,Reactome,-1.0709200450359717,0.075,robust
REACTOME_PEROXISOMAL_LIPID_METABOLISM,28,-0.49858340877059737,Reactome,-0.8519836502049818,0.15,robust
REACTOME_FORMATION_OF_THE_URETERIC_BUD,18,-0.4996976202900535,Reactome,-0.8373905160933834,0.16666666666666666,robust
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,256,-0.5012850508770698,Reactome,-1.2144429208714866,0.09166666666666666,robust
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,39,-0.5014534454037378,Reactome,-1.0945827256740692,0.058333333333333334,robust
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,43,-0.5016653537317527,Reactome,-1.0949993927441792,0.058333333333333334,robust
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,94,-0.5041868510920786,Reactome,-1.2456779675060197,0.041666666666666664,robust
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,29,-0.5049111065970238,Reactome,-0.8623616930934397,0.15,robust
REACTOME_SHC_MEDIATED_CASCADE_FGFR3,17,-0.5053030009554098,Reactome,-0.8472045971816415,0.16666666666666666,robust
REACTOME_FORMATION_OF_THE_NEPHRIC_DUCT,16,-0.5058708459081152,Reactome,-0.8481987984222195,0.16666666666666666,robust
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,55,-0.5126258413183274,Reactome,-1.1165505714659265,0.058333333333333334,robust
REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,32,-0.5130095034624682,Reactome,-0.8756438554695151,0.15,robust
REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION,90,-0.513968213566284,Reactome,-1.2676198875941485,0.041666666666666664,robust
REACTOME_PROTEIN_LOCALIZATION,163,-0.5225706801637322,Reactome,-0.9480584382062931,0.125,robust
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,22,-0.5301491399653697,KEGG,-0.9037545345188253,0.125,robust
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,65,-0.5351834572760918,Reactome,-0.99628761060115,0.13333333333333333,robust
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,36,-0.5365559780556347,Reactome,-0.9142623751749468,0.11666666666666667,robust
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,21,-0.5404118022348015,Reactome,-0.920586303687245,0.11666666666666667,robust
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,24,-0.5431284886564554,Reactome,-0.9250419349407902,0.10833333333333334,robust
REACTOME_HEDGEHOG_ON_STATE,72,-0.5440128101806059,Reactome,-1.0110368484980266,0.13333333333333333,robust
REACTOME_RND2_GTPASE_CYCLE,41,-0.5465655824174361,Reactome,-1.183284959002905,0.041666666666666664,robust
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,75,-0.5485754749279523,Reactome,-1.0186586786060858,0.125,robust
KEGG_MEDICUS_REFERENCE_EGF_EGFR_RAS_PI3K_SIGNALING_PATHWAY,15,-0.5504724062980374,KEGG_MEDICUS,-0.9262886475264664,0.15833333333333333,robust
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,19,-0.5543424197940441,Reactome,-0.9330643918567667,0.15,robust
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,22,-0.5602242764680805,Reactome,-0.9530806978507473,0.09166666666666666,robust
REACTOME_MITOCHONDRIAL_TRANSLATION,115,-0.5619997203110494,Reactome,-1.3392306354739185,0.06666666666666667,robust
REACTOME_UCH_PROTEINASES,85,-0.565593766758826,Reactome,-1.047087357075116,0.11666666666666667,robust
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION,21,-0.5668680164370141,Reactome,-0.9639770807420736,0.09166666666666666,robust
REACTOME_RIBOSOME_ASSOCIATED_QUALITY_CONTROL,145,-0.5673463794623143,Reactome,-1.0447131710756896,0.10833333333333334,robust
REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE,20,-0.5674720531520899,Reactome,-0.9560521770095829,0.13333333333333333,robust
REACTOME_SHC_MEDIATED_CASCADE_FGFR4,17,-0.568778369841388,Reactome,-0.9583393183619893,0.13333333333333333,robust
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,32,-0.5701094995302408,Reactome,-0.9692934298292922,0.09166666666666666,robust
REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,64,-0.5704213033403316,Reactome,-1.0551516496984292,0.10833333333333334,robust
KEGG_MEDICUS_REFERENCE_LONG_PATCH_BER,17,-0.5720227108268312,KEGG_MEDICUS,-0.9640196151000655,0.13333333333333333,robust
REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION,59,-0.5756191685413885,Reactome,-1.2404118908222448,0.041666666666666664,robust
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,200,-0.5761438710566881,Reactome,-0.7313495941638112,0.09166666666666666,robust
REACTOME_REGULATION_OF_PD_L1_CD274_POST_TRANSLATIONAL_MODIFICATION,86,-0.5800691828156446,Reactome,-1.0712682180495519,0.10833333333333334,robust
REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS,16,-0.5884077350278345,Reactome,-0.9927070434375478,0.125,robust
REACTOME_HOMOLOGY_DIRECTED_REPAIR,138,-0.5894983040440829,Reactome,-1.0896085756687508,0.1,robust
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,94,-0.5907539476148596,Reactome,-1.4398685334085992,0.025,robust
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES,19,-0.5908260716038445,Reactome,-0.9969411450396651,0.125,robust
KEGG_MEDICUS_REFERENCE_BRANCHING_MICROTUBULE_NUCLEATION,33,-0.5959665902431619,KEGG_MEDICUS,-1.011701585804874,0.08333333333333333,robust
KEGG_MTOR_SIGNALING_PATHWAY,49,-0.5981495364600902,KEGG,-1.284712473423826,0.041666666666666664,robust
REACTOME_DISORDERS_OF_DEVELOPMENTAL_BIOLOGY,18,-0.6028680555051571,Reactome,-1.0180246384768532,0.10833333333333334,robust
KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,24,-0.6075834093678281,KEGG_MEDICUS,-1.030754304567731,0.08333333333333333,robust
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS,30,-0.6120376627816547,Reactome,-1.0380597155138251,0.08333333333333333,robust
REACTOME_GLUCURONIDATION,18,-0.6204104800085871,Reactome,-1.04873848055815,0.1,robust
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,26,-0.6306784496304788,Reactome,-1.0686324278490715,0.08333333333333333,robust
REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS,70,-0.6373094717401003,Reactome,-1.1668868491953432,0.08333333333333333,robust
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,33,-0.6378785765195575,Reactome,-1.0804413396692805,0.08333333333333333,robust
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,23,-0.6471334808172859,Reactome,-1.0956202872684015,0.08333333333333333,robust
REACTOME_COMPLEX_III_ASSEMBLY,26,-0.6479888311635474,Reactome,-1.0970231454360415,0.08333333333333333,robust
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,21,-0.6512020698394869,Reactome,-1.1022931709183714,0.075,robust
REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE,39,-0.655110511020153,Reactome,-1.396712613309249,0.025,robust
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY,36,-0.6566762732350913,Reactome,-1.1112713995219026,0.075,robust
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,139,-0.6567433050507924,Reactome,-1.2258943198673247,0.08333333333333333,robust
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS,33,-0.6581386587537524,Reactome,-1.1136698547023542,0.06666666666666667,robust
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING,19,-0.6623718516209302,Reactome,-1.1222058020771408,0.09166666666666666,robust
KEGG_MEDICUS_REFERENCE_DNA_REPLICATION_TERMINATION,21,-0.6658850049912447,KEGG_MEDICUS,-1.1263746196400537,0.06666666666666667,robust
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY,57,-0.6673200007100821,Reactome,-1.420719656091843,0.025,robust
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,76,-0.6715412051833903,Reactome,-1.224070199508527,0.08333333333333333,robust
REACTOME_DEADENYLATION_OF_MRNA,25,-0.6734677504342529,Reactome,-1.1388110632848731,0.06666666666666667,robust
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE,16,-0.6742767636347237,Reactome,-1.1430493056368622,0.09166666666666666,robust
REACTOME_METABOLISM_OF_STEROIDS,146,-0.6796565550345213,Reactome,-1.2723327060564908,0.08333333333333333,robust
HALLMARK_DNA_REPAIR,147,-0.6866755665086879,Hallmark,-1.286558167993798,0.075,robust
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING,21,-0.6914714993997786,Reactome,-1.1683389712290448,0.06666666666666667,robust
REACTOME_DEPOLYMERIZATION_OF_THE_NUCLEAR_LAMINA,15,-0.6980067223614332,Reactome,-1.1845964820140693,0.075,robust
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,120,-0.7089948846262644,Reactome,-1.6463273878129816,0.041666666666666664,robust
KEGG_N_GLYCAN_BIOSYNTHESIS,46,-0.7133381391377932,KEGG,-1.5112033246206475,0.025,robust
REACTOME_FORMATION_OF_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES,42,-0.7172412195464136,Reactome,-1.5188777992083073,0.025,robust
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,69,-0.7194719944526858,Reactome,-1.3041375182761883,0.03333333333333333,robust
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,167,-0.7215117270406046,Reactome,-1.357726423057577,0.075,robust
REACTOME_SLC_MEDIATED_TRANSPORT_OF_ORGANIC_ANIONS,32,-0.7229621280097974,Reactome,-1.2199866799635566,0.058333333333333334,robust
REACTOME_G2_M_CHECKPOINTS,154,-0.7249123228781,Reactome,-1.364052773087565,0.075,robust
KEGG_MEDICUS_REFERENCE_TRAIP_DEPENDENT_REPLISOME_DISASSEMBLY,16,-0.726092024714118,KEGG_MEDICUS,-1.2337691343516737,0.075,robust
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,26,-0.7289181463042993,Reactome,-1.2297551320926445,0.058333333333333334,robust
REACTOME_SIGNALING_BY_HEDGEHOG,135,-0.7300634323090206,Reactome,-1.6903430028845137,0.03333333333333333,robust
REACTOME_SIGNALING_BY_ROBO_RECEPTORS,202,-0.7314463638713945,Reactome,-0.9076974240382528,0.06666666666666667,robust
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,75,-0.7333775943470942,Reactome,-1.3273665140088828,0.03333333333333333,robust
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,19,-0.736323134959503,Reactome,-1.2516820918411957,0.075,robust
REACTOME_RHOBTB2_GTPASE_CYCLE,23,-0.7371124107786402,Reactome,-1.2431945267171667,0.05,robust
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS,20,-0.7372421542052418,Reactome,-1.2532911403497284,0.075,robust
KEGG_MEDICUS_REFERENCE_ASSEMBLY_AND_TRAFFICKING_OF_TELOMERASE,19,-0.7406599709924971,KEGG_MEDICUS,-1.2592751641114406,0.075,robust
KEGG_MEDICUS_REFERENCE_ORGANIZATION_OF_THE_OUTER_KINETOCHORE,19,-0.7487324421454769,KEGG_MEDICUS,-1.2734087067212416,0.058333333333333334,robust
REACTOME_KIDNEY_DEVELOPMENT,39,-0.7493344485316662,Reactome,-1.5819814620842472,0.025,robust
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS,16,-0.7522998700356535,Reactome,-1.2796546744227912,0.058333333333333334,robust
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,132,-0.7531183655715632,KEGG,-1.7385084997789435,0.03333333333333333,robust
KEGG_MEDICUS_REFERENCE_ADRB3_UCP1_SIGNALING_PATHWAY,34,-0.7571467225763864,KEGG_MEDICUS,-1.2760527561682355,0.05,robust
REACTOME_THE_PHOTOTRANSDUCTION_CASCADE,33,-0.7600497636537723,Reactome,-1.280814027271012,0.05,robust
KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES,26,-0.7660813489018903,KEGG_MEDICUS,-1.2907064165897526,0.05,robust
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING,19,-0.7671287239431404,Reactome,-1.305617509666695,0.058333333333333334,robust
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,21,-0.7696694513358333,Reactome,-1.2965912552734402,0.05,robust
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_SOD1_TO_RETROGRADE_AXONAL_TRANSPORT,27,-0.7702478393504643,KEGG_MEDICUS,-1.297539868147611,0.041666666666666664,robust
REACTOME_SLC_MEDIATED_TRANSPORT_OF_INORGANIC_ANIONS,34,-0.7714082323439897,Reactome,-1.2994430260708574,0.041666666666666664,robust
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS,16,-0.7743661347243448,Reactome,-1.3182890016698627,0.058333333333333334,robust
REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS,28,-0.7762580597514127,Reactome,-1.3073972170288475,0.03333333333333333,robust
KEGG_HOMOLOGOUS_RECOMBINATION,28,-0.7813133108437141,KEGG,-1.3156883229076275,0.03333333333333333,robust
KEGG_MEDICUS_REFERENCE_GPI_ANCHOR_BIOSYNTHESIS,23,-0.7815792857384853,KEGG_MEDICUS,-1.3161245477307633,0.03333333333333333,robust
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION,37,-0.7892628609262385,Reactome,-1.3287263620118075,0.03333333333333333,robust
KEGG_MEDICUS_REFERENCE_FGF_FGFR_RAS_ERK_SIGNALING_PATHWAY,29,-0.7904454532237739,KEGG_MEDICUS,-1.330665928963334,0.03333333333333333,robust
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,20,-0.7926417432027626,Reactome,-1.3502865258795853,0.05,robust
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,41,-0.7941642091445276,KEGG,-1.6701284697232428,0.025,robust
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION,19,-0.7980178152233349,Reactome,-1.359699126003659,0.041666666666666664,robust
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,34,-0.798630079101271,Reactome,-1.3440895153469805,0.03333333333333333,robust
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,16,-0.8042879113227063,Reactome,-1.3706770122925807,0.041666666666666664,robust
REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION,18,-0.8062391960775802,Reactome,-1.3740933845166778,0.041666666666666664,robust
REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,21,-0.8064277644014796,Reactome,-1.356878481365284,0.03333333333333333,robust
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM,16,-0.8088538905835689,KEGG,-1.3786712759097444,0.041666666666666664,robust
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,15,-0.8103357574049059,Reactome,-1.3812657760899878,0.041666666666666664,robust
REACTOME_FGFR2_ALTERNATIVE_SPLICING,27,-0.8121522949424248,Reactome,-1.366267270953514,0.03333333333333333,robust
REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS,39,-0.8121943039556806,Reactome,-1.7055803410543282,0.025,robust
