gene,cohens_d,rho_erythroid
GCNT4,-3.6247297552930324,-0.49815267612764813
RNF135,3.6166901352798755,0.5157657657657658
STAT4,-3.5853350074686796,-0.6392077008515366
CXorf57,-3.570940394301757,-0.661318811870313
ZSCAN18,-3.5698954470064708,-0.6056398864618043
FYCO1,-3.5633254540675177,-0.5981627033584033
ARSA,3.5457832169352725,0.5752499074416884
R3HDM1,3.542893835946213,0.5810392836104258
MAN1C1,-3.5418179005182693,-0.5373009996297669
FOXC1,3.5394246086718675,0.6793832483792155
SMAD7,-3.5255244825211496,-0.6068122917437986
SHF,-3.5238854656998013,-0.650592373195113
ADAP1,3.517161785045362,0.5532210292484266
ITPKB,-3.517003945093999,-0.5046279155868197
G3BP2,-3.5168118321523147,-0.5870356658027892
KIAA1522,-3.513424076421859,-0.5605022831050229
S100A4,3.5070583971507414,0.594048408814496
PLOD3,3.5044432567750596,0.6013204985807726
SLC25A39,3.496790512188934,0.7728310502283107
LYPD3,-3.4844432388663273,-0.48497470072812543
KIAA0090,-3.4785471986430347,-0.5724158677193272
ETV3,-3.475774705600666,-0.5439651980747873
PIF1,3.4723450631669155,0.5551647537948909
RNF216,-3.4642694886898675,-0.6027598016330855
HSPH1,-3.447888448655034,-0.5114503228148163
YPEL4,-3.4440921202650507,-0.5742934715537455
HEG1,-3.4341282300642844,-0.5882697766259412
TCERG1L,3.4335562936976527,0.5111378501789462
ZNF84,-3.4319661535843142,-0.6186953805516988
ISL2,3.4263686535072253,0.5587128224114527
CD247,-3.4197042735408756,-0.6266448637803481
IGFBP3,-3.403578023353373,-0.5834920977905413
STX10,3.3991958283036103,0.5348636307540419
CST7,3.398812185512376,0.6075836110082686
FAM69A,-3.3742722015574467,-0.64065778106874
PDHX,-3.361379016189276,-0.5961063803529558
NR3C2,-3.3600417869311183,-0.5266259410095028
SDR42E1,-3.359166684816293,-0.5698087884964369
ABCG1,-3.3478111640737316,-0.6593237072689129
NT5C,3.3466450295627945,0.49964904704256147
MYOF,3.342115462881083,0.46677156608663467
AIM2,3.3369469447873032,0.5489941996791313
CHID1,3.335047940085395,0.6157595952116502
GPR132,-3.332410737451819,-0.5807417006047144
MAML1,-3.3274883754006686,-0.6530914476119957
GMDS,3.3250597649826985,0.5770900985153967
ADCY3,3.314156769675622,0.5719178082191781
NTAN1,3.312798200467056,0.6023694927804517
PSKH1,-3.312452714303621,-0.5469270640503517
FAM177A1,-3.3094434365288974,-0.5157234644996719
HBA1,3.298392179467957,0.9453905960755278
MED14,-3.2968550423678,-0.5784894483524621
FBXL10,-3.2935835867032446,-0.635201740128578
ARMCX2,-3.2907495580838635,-0.4758731334073801
RSPH3,3.285312052328343,0.5454769838331484
EHBP1L1,3.282567006488117,0.6294890781192153
TRIM39,-3.2801970059622874,-0.6278847340491177
KIAA1370,-3.2739828132591007,-0.6906291699974817
CDS1,-3.272364278072595,-0.4855300505985438
FLJ21272,-3.2681308111867997,-0.6557756386523511
BUD13,-3.266815403467664,-0.5970011106997409
TBC1D4,-3.2601284700803697,-0.5378254967296064
CD99,3.2420966661034196,0.5570596630748246
GOLIM4,3.241368123685128,0.5793533259286685
ZNF146,-3.232450210917221,-0.5822226335924967
BTG2,-3.2275237657956515,-0.5636184129334815
FAM117B,-3.227085690466495,-0.6010783126668426
CDKN1A,-3.22702046190036,-0.5105825003085278
PABPC1,-3.2227157413969394,-0.6455962855452955
PGM3,-3.2195577256826016,-0.5975564605701593
TBC1D2B,-3.21551960867916,-0.5757126990003703
TSPYL1,-3.210013375697733,-0.4951869677897076
MAN1A1,3.2061436390376112,0.516351968406763
RNF145,-3.1999314922373183,-0.640966308774528
CCDC97,-3.1964370771996236,-0.5241463358351636
SCRIB,3.1955637021605128,0.550413427125756
ZNHIT1,3.193002018377584,0.5246862634848746
RPS6KA4,3.1908376562585827,0.634271257558929
RHBDD3,3.18558203155782,0.5657781068739973
CAND2,-3.1818508944890453,-0.5535295569542146
ZRANB3,3.1777716703470884,0.5290941626558066
ZNF593,3.1768267311681546,0.5808651116870296
SIRT6,3.1758558983617315,0.5667389141452229
CSRNP2,-3.170400534112416,-0.6585523880044429
TGIF2,-3.1699145942179623,-0.5999521778545882
EXPH5,-3.1671376035760574,-0.4981488337652722
GTF3C2,-3.164964134586529,-0.6654325558435148
TNRC6C,-3.161809980567874,-0.5318092064667408
PLK3,-3.160759039363292,-0.5337570480000194
RBMS1,-3.1541597495930707,-0.5454769838331484
HBA2,3.15251928634147,0.9469868180802655
ADCY1,3.149512376986859,0.5124953720844133
SHMT2,3.141808740326739,0.5508453659138591
CPM,3.135015173478095,0.6023077872392941
ZNF646,-3.1269989973752597,-0.602543830573201
NDUFB7,3.1226823960258017,0.5330124645193139
NDUFA3,3.1168867368797093,0.6052789905537959
ZNF165,-3.104785777224588,-0.5050290016043442
WNT1,-3.1021851104897844,-0.5645748488214243
PWWP2B,-3.100127656748447,-0.571794397136863
MRPS18A,-3.099761656977144,-0.5641429100333211
GPR125,3.0946667379038173,0.4638405528816489
COTL1,3.091312820982553,0.5804291825225548
PGRMC2,-3.0809511984002653,-0.5429512445493838
TBXAS1,3.0782377826905614,0.5866654325558437
EPB41L2,-3.0779776075804053,-0.6423238306799952
SIL1,3.0736515198714254,0.5875293101320499
ZIK1,-3.0671099020205217,-0.6847463902258424
SSBP4,3.0670848314660115,0.5860483771442677
ABLIM1,-3.066998611669713,-0.559858693237477
HOOK1,-3.0665677810736085,-0.5892879180550414
TSPAN6,-3.0626578158636404,-0.49394124045990234
KLF5,-3.060839669969395,-0.5368382080710848
ZHX2,-3.0606798481524704,-0.5864803159323708
ZADH2,3.059726195319056,0.5059237319511293
FIBP,3.057475519138211,0.5716401332839689
PTPRN2,3.0565939886785403,0.5961372331235345
EFHA2,-3.0520888928189116,-0.5471472537128522
BEX1,-3.051354981897729,-0.49580402320128353
UST,3.049026682359278,0.5029001604344071
CCDC136,3.0483438784726777,0.6248920153029743
LOC727820,-3.047692182661206,-0.5563260237579393
MAPT,-3.046073498295145,-0.5095876464207243
ZNF189,-3.045116529634606,-0.5391830186350736
FOXN2,3.041248740959258,0.5644514377391091
PLEKHH2,-3.040579540153543,-0.37424410712081946
TRIB1,3.0358781935945975,0.431127840478309
SKI,-3.035172067807686,-0.5042576823398742
PFDN4,3.0347564217482472,0.5633715907688511
HBD,3.0342259372167293,0.9492780451684563
PLD1,3.0321132434175384,0.6163149450820685
JAG1,3.029653167971393,0.5914167592249785
FAM108C1,3.0288798977622875,0.5692953227199804
ZNF250,-3.0259396587959597,-0.5354498333950389
CD7,-3.0229552498031635,-0.44665555966925835
STARD10,-3.0216865756798037,-0.669248035068926
LHFPL3,3.0205151764144893,0.4488152536097742
ID2,3.0193125506435243,0.528569665555967
POLR2K,-3.017498165294047,-0.5956744415648526
SRGAP2P1,3.0111912384014383,0.5751264963593732
CYP26A1,3.0098642434553815,0.5573553005059855
RECQL4,3.0015369022118166,0.5535955325008293
ZNF17,-3.001068869853656,-0.6215599160804641
LMO4,3.000429987584898,0.5189127483648033
GOSR1,-2.998752334552622,-0.6605886708626436
EIF4E3,2.9977855623402254,0.6577193631988153
FAM156A,2.9937587059615836,0.5296844508707707
ITGA5,-2.9926612135572404,-0.5321177341725287
DACT1,-2.984321509914458,-0.5538380846600025
TYMP,2.982858490791616,0.6142371208155137
TRIM59,2.9733259900572793,0.42320745402937193
HHAT,2.9730360833483376,0.5675565188719282
GALNS,2.9711856351621164,0.5495804023201284
UQCRC1,2.969713089186864,0.5832099222510182
SPINK2,2.969591060773733,0.5515858324077503
PHPT1,2.968959918480622,0.561397013451808
LAPTM4B,-2.9666587883073126,-0.5014809329877824
NFKB2,-2.959465529404958,-0.5820375169690238
DIAPH2,2.9590314820946193,0.5844748858447489
ELK3,-2.9584108304045853,-0.6699062075774406
GPRASP1,-2.9580555572006073,-0.6436554644726246
TGIF1,-2.9520470386081263,-0.623565346168086
GALNT6,-2.9513271036141973,-0.6492090060125092
RASL11B,-2.949309096562842,-0.48775145008021725
MEPCE,-2.9451744551417947,-0.5596692582993954
DCP2,2.9439456742534995,0.44571798808857105
TTC4,-2.941324702615123,-0.5686474145378255
USP15,2.94131415579517,0.49494014562507727
CCR7,-2.9399599248936275,-0.639891397428925
FBXL6,2.9362743593777383,0.47994569912378143
TMEM160,2.932130972830742,0.5379180550413428
MIRHG1,-2.931048177674252,-0.4328335184499569
LDOC1L,-2.9194217499607764,-0.4643650499814884
CASS4,-2.9184621994018487,-0.4922868073553006
CDC2L6,2.914972221476871,0.4192274466247069
FAM153A,-2.9140638617576666,-0.5034246575342467
ZMYM1,-2.9140521145253007,-0.5533332819281126
CCNE1,2.91165821506048,0.515322375388458
PDCD5,2.9115378669620724,0.6076144637788474
ZNF841,-2.909907888470406,-0.6653399975317784
CCR6,-2.9095702113153417,-0.5124684720971284
TF,2.9079855204446297,0.6689189189189191
ZNF541,-2.9073550217837294,-0.6584289769221278
CC2D1A,2.9048679182636676,0.5621374799456992
TRMT6,-2.904255623335923,-0.45841046525978035
PDE4B,-2.9022653778995138,-0.6320807108478342
IQCG,2.9008815895421756,0.5837961248920154
PHRF1,-2.900830785481286,-0.5991422539237843
TRPS1,-2.900572178393115,-0.6764522125664985
BCL11B,-2.8969078676630025,-0.5098498990162849
CEP55,2.896756521979232,0.5196532148586944
GRAMD1C,2.89450870905605,0.5646365543625819
PGDS,2.891566140870692,0.4616191533999754
TOMM40L,2.8866828282187034,0.5880229544613107
ZNF135,-2.884929595382529,-0.5746019992595336
ZDHHC5,-2.884588792142128,-0.553009325338286
KBTBD2,-2.8841922520691066,-0.6474453905960756
DPP4,-2.8818539114292165,-0.3800135752190547
GRAP,-2.880309400414771,-0.5728125385659633
GDE1,2.8775270078618673,0.5210107367641615
STYXL1,2.8741350857953765,0.552542268295693
PGPEP1,2.8721269325924763,0.5443354313217328
C6orf150,2.8715167064386877,0.5300896287442536
FZD6,2.87148288305032,0.5355732444773542
WNT7A,-2.8682177046658026,-0.5916835715618711
UMPS,-2.8653358195191427,-0.5539923485128966
INPP5F,2.863140380352445,0.391493825553309
LOC129293,-2.862604062196575,-0.6144637788473406
IL4I1,-2.862240001648073,-0.5511538936196471
KCTD21,-2.8590306885197596,-0.5175786372736875
PWP2,-2.858941316282556,-0.4906824632852031
MTX3,2.858823831724944,0.5594421776219857
MIZF,-2.8585186511850953,-0.5132666913488831
MRPL49,-2.852008910749573,-0.5342774281130447
SFTPA1B,-2.8491320095283155,-0.5400777489818587
FDXR,2.845984066741469,0.5519560656546959
ERGIC2,-2.8431677864701745,-0.5617980994693325
S100A6,2.8410748637245002,0.525210764630308
COMTD1,2.8385894116838886,0.608143651625918
FYN,-2.8379005156537525,-0.6277304701962237
CDK5RAP1,-2.837116807983677,-0.5806182895223992
ZCCHC14,-2.8353877514092636,-0.6162840923114896
C16orf54,-2.8341039960727015,-0.53054424287301
KLHL29,-2.8325028270246912,-0.5355423917067753
PCBD1,2.8275444840513693,0.6210971245217822
TSR1,-2.8237984643107557,-0.5103665309144763
C12orf47,2.817345693300499,0.5476717548582858
GSTM3,-2.8172280239102023,-0.5925474558014088
PDCD4,-2.8122433202630024,-0.5818524003455512
COL6A1,-2.811880197006156,-0.6138467234357646
FYTTD1,-2.811366779614588,-0.5181722818709121
BLOC1S1,2.8103731496932176,0.5267071355452214
CNNM3,-2.8062098011940195,-0.582469455757127
TMTC2,2.8036127662210686,0.5754967296063188
RPL39L,2.8020147358122713,0.5968776996174258
NELL2,-2.8011564718569506,-0.6563051979801394
TNFAIP8,-2.799704939056063,-0.483748052446374
CFLP1,2.7993655071294845,0.6108895693873054
MPP7,-2.7961094964351094,-0.5512773047019623
HIP1R,-2.795961214965335,-0.5512464519313836
TRAPPC5,2.7909623804704387,0.4741145254843886
RNF41,-2.789516949127158,-0.6312525550335488
GRK5,-2.784767945537411,-0.4412563248179688
RAB33A,-2.784270433539012,-0.5394915463408614
ZNF420,-2.78372717032254,-0.661761076144638
SCARB1,2.778813201567052,0.621282241145255
EFNA1,-2.7783516596783535,-0.5942906507847615
NP,-2.776863306200021,-0.4552515677320397
AP3M2,-2.7741600659912837,-0.5619215105516476
RBM23,-2.7718539548172516,-0.6014439096630879
PTP4A2,2.7704576787157533,0.5225614365893383
ZNF563,-2.7701964646684556,-0.5564914229297792
CD52,2.7701084135471343,0.5538689374305814
ITPK1,2.7695478839575567,0.5604714303344441
NINJ2,2.7689729356140154,0.507651487103542
KRT18P49,-2.7679529640493845,-0.5817289892632359
ATP7A,-2.767846145663452,-0.6375725040108602
KIAA1279,-2.7669389328232517,-0.5866545311674202
TBC1D13,-2.7665541744434194,-0.5148133007473019
ZNF432,-2.7637182697367777,-0.6715414044181169
PIK3IP1,-2.7635832018624975,-0.5829013945452303
SLC25A13,2.762980537327616,0.5037023324694558
RUNX2,2.7602423470660074,0.44665555966925835
METAP2,-2.7590108336222454,-0.6432433688052626
GTF3A,2.758090940952806,0.5262483995504547
SORCS3,-2.7567350951624157,-0.5893187708256201
B3GALT6,-2.755998154614387,-0.5684204031114657
ZBTB10,-2.746113814006743,-0.529032457114649
SLC39A11,2.743479861317901,0.5412501542638529
PELI1,2.7434042356643316,0.5029927187461435
LOC100134119,2.741453903363786,0.5586819696408739
COPB1,-2.7389860465340994,-0.6166543255584354
RBM12,-2.7374581052269056,-0.5602554609403925
NAB1,2.7373102796579136,0.4590892262125139
ZNF643,-2.735861851055929,-0.5230047745186317
TSTA3,2.733402288599772,0.5645748488214243
MKI67IP,-2.7313668068544943,-0.5838623338932004
ZNF268,-2.7313030871220976,-0.7197025792916205
ATP6V0E2,2.728630724355727,0.5514007157842775
CRB3,-2.724080817077247,-0.5456354562936615
ZSCAN20,-2.7239811879695095,-0.4942613846723437
MPND,2.7216031243261622,0.49571146488954715
ZNF395,-2.720756055905486,-0.5050907071455017
TCEAL2,-2.7195724921672633,-0.5716709860545479
RHOA,2.719565247058188,0.6041898062446008
MAPKAP1,2.719367512972836,0.5236023694927805
MAP4K1,2.7178193430137503,0.5071269900037024
CLINT1,2.7176824481660753,0.5146242132543504
COMMD3,2.7176663252121664,0.4436319881525362
BCOR,-2.7174334239639477,-0.5192292859633922
TP53I3,2.712753209819299,0.5193138343823277
METTL8,2.7090237804154866,0.43965198074787126
LTBP3,-2.708854686892878,-0.5360360360360361
BAG1,2.704282611150968,0.7065547723099808
ALG13,-2.7029230763974947,-0.531624089843268
PLRG1,-2.7027137725274906,-0.601294283726727
SLC25A46,2.701883668969471,0.4138963022876527
SLC20A2,-2.700491036777152,-0.5847525607799581
PPP1R10,-2.700126906391335,-0.48957176354436643
C6orf105,-2.6991699426995983,-0.5066950512155992
PTPRM,2.6973141856078136,0.5010181414291004
C11orf79,-2.6956748962907704,-0.5514315685548562
PITRM1,-2.693465398767612,-0.5949956806121192
FHOD1,2.689495460892289,0.6296433419721092
CCND2,-2.6890883085341852,-0.6288103171664817
PAK2,-2.6846991033555714,-0.5993443636145115
C15orf61,2.684650634057061,0.5977616142471893
APEX1,-2.6798603566897525,-0.5441853648915804
LOC131055,2.6796399233318735,0.4241638899173147
ARID5A,-2.6785894880707777,-0.6144685183796755
LRFN4,2.6782250698366776,0.6164383561643837
ZNF747,-2.6764641618289975,-0.5655929902505246
RNF219,-2.6759387011732128,-0.568431445143774
CTR9,-2.6749883003604125,-0.6001064428973628
FLT3LG,-2.6742822379547952,-0.4852869715602488
LRRFIP2,2.6721139754872727,0.4487535480686166
IFT20,2.671686647006641,0.5418980624460077
LOC100129424,-2.670257315960331,-0.562216531692118
NTHL1,2.667433341042635,0.5782117734172529
KRT72,-2.6672077223252386,-0.6908552388004444
ANKRD10,2.6666667546367555,0.5648833765272122
KRT74,-2.6660022318619103,-0.5128541347040649
FRAT1,-2.6658348026394756,-0.47192761885597084
PHTF1,2.663421093114413,0.6227631741330373
ARRDC1,2.6628995023872757,0.5571701838825127
DRAP1,2.658186173072136,0.5749965290781841
TTC22,2.657769289865847,0.479698876959151
COX8A,2.656357126131956,0.4952563134045025
CXCR4,-2.6557496964406413,-0.5239399264447369
ANKRD5,-2.6504575972695896,-0.4749475502900161
MYCBPAP,2.6478473798776263,0.521832360193545
SORL1,2.646163531913163,0.6022245191466786
SLC4A2,2.6453851184987833,0.4861471060101198
ORC3L,-2.6451280641807413,-0.5867271380970013
EPHA1,-2.644035546499819,-0.4407009749475504
GALR2,-2.643461423914017,-0.5960446748117982
ISG15,2.642173524325799,0.5697625089836045
LOC348262,2.6414049212956376,0.5614278662223868
GSDMD,2.6384328215901345,0.6010474596582878
LOC401648,-2.638120947322313,-0.4775737194215202
LCMT2,-2.637689142414275,-0.5712390472664446
LOC131691,2.6364321156193027,0.42097712236778806
OCEL1,2.6352279828457537,0.48181600809782094
PPM1M,2.6348316766775106,0.5949031223003827
COMP,2.634337706200467,0.4991978279649513
THBS4,2.6342290033739886,0.4841416759224979
SOCS1,-2.6321271005458624,-0.47996482758452613
C9orf97,-2.632078940014475,-0.5500123411082316
ZNF140,-2.6318405770078006,-0.6011970874984573
UNC13D,2.6279835559989486,0.606935702826114
STX5,-2.6252606928813123,-0.6016336668208311
SIK2,-2.6237000796847805,-0.558651116870295
SNN,-2.622389638173447,-0.5008638775762064
CLPP,2.621373700060962,0.5648106011105407
NRXN3,2.6208049524415316,0.41128603054128654
ARD1A,2.6207680101744417,0.563248179686536
KHDC1,2.6195732718572518,0.5074972232506479
PJA1,-2.6170256124498192,-0.5462791558681971
ABCF1,-2.6160854992623817,-0.519097864988276
LOC387895,2.614622727069206,0.5195915093175368
SNRK,-2.613360806149324,-0.5477600888559794
TBL1X,-2.6127126086068735,-0.5790139454523017
LOC128192,2.6125160332799418,0.4013667882908816
JMJD5,-2.612275388385436,-0.47473158089596457
PCDHB11,2.611357967317924,0.5637418240157968
IFNAR1,-2.609930536636588,-0.6319264469949403
PAFAH1B3,2.607856893731596,0.5555658398124153
ZNF707,-2.6075026889112753,-0.6356336822483467
LGALS9C,2.6043653953577577,0.48122980093527756
PDE8B,2.603838019712586,0.436628409231149
ZNF595,-2.603296451584947,-0.5769468098235222
CEP97,2.6008814834800966,0.5328931637604818
PPP1CB,-2.6005615113586886,-0.5301740096260645
C6orf225,-2.5994945702425074,-0.5671356287794644
ARMC2,2.5994212405458663,0.4659076885104283
RGPD5,-2.5993592571251947,-0.6163457978526472
DKFZp686E2433,-2.5988809393237373,-0.6069665555966927
MED1,-2.59794086471145,-0.6651445849311224
AURKAIP1,2.5974348788081536,0.6113772225787419
TRIM4,-2.59720317019497,-0.6142667615771253
WDR41,2.596990892766238,0.6120572627421944
KATNAL1,2.594170880464408,0.5216586449463162
PLEKHJ1,2.5939030669492857,0.5149327409601383
MDC1,-2.593039404973228,-0.5702826113785019
MED29,-2.5924470809788667,-0.5048169259755098
RP5-1077B9.4,2.591628031499522,0.5496154943972454
ACTB,2.589813103727879,0.5547669488713364
GNA11,-2.58706511659444,-0.6052696532148588
C1orf97,2.586371334813246,0.5165370850302358
FAM153C,-2.5861138017123535,-0.5211650006170555
C10orf76,2.58606807513653,0.4929347155374554
SLC25A1,2.586022239572208,0.567197334320622
C16orf53,-2.584917797315951,-0.5257929162038751
DPY19L4,-2.5843239802910056,-0.6240898432679256
C22orf28,-2.5831866087806175,-0.6318899156915595
ZFP36,-2.5814892584322218,-0.46230031736826804
TYK2,2.5808762768031848,0.4879749472218797
NFKB1,-2.579446544208153,-0.5459089226212515
ZNF45,-2.579127637100221,-0.5997362067947039
CDK5,2.578671527093689,0.5442162179001353
ZCCHC17,-2.578278609156811,-0.5289902581782852
RBMX,-2.577305470391942,-0.5368269223512334
CREB3L2,2.5767568957612457,0.5478526471677159
CES2,-2.5739468358944806,-0.4622670615821301
CA6,-2.573706118912731,-0.42563267951932177
RNF34,2.5735120465799035,0.4702887819326176
C10orf54,2.5709310966336227,0.6336282366922773
S1PR1,-2.566985909278483,-0.5117588529003654
VPS24,-2.565923545201967,-0.5641429100333211
MIS12,-2.5648667595359886,-0.5593607305936074
NAAA,2.562561842573664,0.520486239664322
TERF2,-2.5624412233357163,-0.5586202640997162
MYO1E,2.5619766201696037,0.6273959289641846
